,unit,date,beta_mkt,beta_oil_partial,partial_lo,partial_hi,beta_oil_total,total_lo,total_hi,nobs
2849,Tankers & gas shipping,2012-10-12,1.40978,-0.26447,-0.49196,-0.03697,0.36508,0.19346,0.53670,104
2850,Tankers & gas shipping,2012-10-19,1.39207,-0.24012,-0.46309,-0.01715,0.37213,0.20232,0.54194,104
2851,Tankers & gas shipping,2012-10-26,1.38232,-0.23632,-0.45931,-0.01333,0.37249,0.20321,0.54177,104
2852,Tankers & gas shipping,2012-11-02,1.37346,-0.22319,-0.44454,-0.00184,0.37092,0.19872,0.54311,104
2853,Tankers & gas shipping,2012-11-09,1.34568,-0.19188,-0.41766,0.03390,0.38152,0.20688,0.55615,104
2854,Tankers & gas shipping,2012-11-16,1.32198,-0.17432,-0.40774,0.05910,0.38780,0.21031,0.56530,104
2855,Tankers & gas shipping,2012-11-23,1.31659,-0.17746,-0.41561,0.06069,0.38546,0.20899,0.56193,104
2856,Tankers & gas shipping,2012-11-30,1.31747,-0.17777,-0.41732,0.06178,0.38002,0.19806,0.56198,104
2857,Tankers & gas shipping,2012-12-07,1.31834,-0.17868,-0.41400,0.05665,0.37307,0.19310,0.55303,104
2858,Tankers & gas shipping,2012-12-14,1.32052,-0.16849,-0.40572,0.06873,0.38277,0.20090,0.56464,104
2859,Tankers & gas shipping,2012-12-21,1.32729,-0.17706,-0.41366,0.05954,0.37058,0.18732,0.55385,104
2860,Tankers & gas shipping,2012-12-28,1.31788,-0.16750,-0.40221,0.06721,0.37563,0.19326,0.55800,104
2861,Tankers & gas shipping,2013-01-04,1.32857,-0.17106,-0.40518,0.06306,0.37772,0.19498,0.56046,104
2862,Tankers & gas shipping,2013-01-11,1.32970,-0.16786,-0.40624,0.07053,0.38638,0.19959,0.57317,104
2863,Tankers & gas shipping,2013-01-18,1.31576,-0.16127,-0.39879,0.07624,0.38527,0.19894,0.57160,104
2864,Tankers & gas shipping,2013-01-25,1.32091,-0.16837,-0.40355,0.06680,0.38080,0.19689,0.56470,104
2865,Tankers & gas shipping,2013-02-01,1.31983,-0.16413,-0.39831,0.07005,0.37991,0.19665,0.56318,104
2866,Tankers & gas shipping,2013-02-08,1.31896,-0.16506,-0.39832,0.06819,0.37806,0.19583,0.56029,104
2867,Tankers & gas shipping,2013-02-15,1.32413,-0.16787,-0.39986,0.06413,0.37845,0.19716,0.55974,104
2868,Tankers & gas shipping,2013-02-22,1.33425,-0.18292,-0.42557,0.05973,0.39667,0.21153,0.58180,104
2869,Tankers & gas shipping,2013-03-01,1.31451,-0.15259,-0.40843,0.10324,0.41604,0.21941,0.61268,104
2870,Tankers & gas shipping,2013-03-08,1.30743,-0.15205,-0.40753,0.10344,0.40843,0.21042,0.60644,104
2871,Tankers & gas shipping,2013-03-15,1.31321,-0.15856,-0.41170,0.09458,0.40332,0.20677,0.59986,104
2872,Tankers & gas shipping,2013-03-22,1.30809,-0.16138,-0.41424,0.09148,0.39641,0.20022,0.59260,104
2873,Tankers & gas shipping,2013-03-29,1.30439,-0.15593,-0.40711,0.09524,0.39719,0.20101,0.59338,104
2874,Tankers & gas shipping,2013-04-05,1.26993,-0.09674,-0.33536,0.14187,0.45880,0.27379,0.64382,104
2875,Tankers & gas shipping,2013-04-12,1.27932,-0.09343,-0.33068,0.14382,0.45951,0.27401,0.64500,104
2876,Tankers & gas shipping,2013-04-19,1.27866,-0.08782,-0.32440,0.14875,0.46302,0.27781,0.64823,104
2877,Tankers & gas shipping,2013-04-26,1.26900,-0.09564,-0.33055,0.13928,0.45148,0.26802,0.63494,104
2878,Tankers & gas shipping,2013-05-03,1.26568,-0.08766,-0.36451,0.18918,0.51663,0.29965,0.73360,104
2879,Tankers & gas shipping,2013-05-10,1.27544,-0.09580,-0.38029,0.18869,0.52350,0.30171,0.74528,104
2880,Tankers & gas shipping,2013-05-17,1.27549,-0.09435,-0.37935,0.19065,0.52571,0.30349,0.74792,104
2881,Tankers & gas shipping,2013-05-24,1.25302,-0.06566,-0.34436,0.21304,0.54824,0.32854,0.76794,104
2882,Tankers & gas shipping,2013-05-31,1.25449,-0.06658,-0.34277,0.20961,0.54453,0.32557,0.76349,104
2883,Tankers & gas shipping,2013-06-07,1.23208,-0.04450,-0.31862,0.22961,0.54837,0.33040,0.76635,104
2884,Tankers & gas shipping,2013-06-14,1.23427,-0.02308,-0.29266,0.24650,0.56982,0.35663,0.78301,104
2885,Tankers & gas shipping,2013-06-21,1.23986,-0.03800,-0.31565,0.23965,0.56513,0.34302,0.78723,104
2886,Tankers & gas shipping,2013-06-28,1.25991,-0.02453,-0.30033,0.25127,0.56497,0.33776,0.79219,104
2887,Tankers & gas shipping,2013-07-05,1.25599,-0.00216,-0.29046,0.28614,0.61032,0.37973,0.84090,104
2888,Tankers & gas shipping,2013-07-12,1.24007,-0.00042,-0.28761,0.28676,0.60602,0.37722,0.83483,104
2889,Tankers & gas shipping,2013-07-19,1.25147,-0.00604,-0.29331,0.28122,0.60233,0.37225,0.83241,104
2890,Tankers & gas shipping,2013-07-26,1.26450,-0.01175,-0.30030,0.27680,0.59949,0.36811,0.83087,104
2891,Tankers & gas shipping,2013-08-02,1.27649,-0.00900,-0.30583,0.28782,0.50586,0.26339,0.74832,104
2892,Tankers & gas shipping,2013-08-09,1.28517,-0.02596,-0.32336,0.27143,0.49234,0.24685,0.73783,104
2893,Tankers & gas shipping,2013-08-16,1.30998,-0.03261,-0.34213,0.27690,0.49560,0.25072,0.74047,104
2894,Tankers & gas shipping,2013-08-23,1.33854,-0.02070,-0.33066,0.28927,0.51382,0.26779,0.75984,104
2895,Tankers & gas shipping,2013-08-30,1.31043,-0.01234,-0.31583,0.29114,0.49992,0.25688,0.74295,104
2896,Tankers & gas shipping,2013-09-06,1.32862,-0.00976,-0.32241,0.30289,0.51220,0.26610,0.75830,104
2897,Tankers & gas shipping,2013-09-13,1.33856,-0.01669,-0.32717,0.29380,0.50414,0.25966,0.74862,104
2898,Tankers & gas shipping,2013-09-20,1.40631,-0.00642,-0.30584,0.29300,0.46678,0.21629,0.71726,104
2899,Tankers & gas shipping,2013-09-27,1.41870,-0.02013,-0.32375,0.28348,0.46065,0.20775,0.71354,104
2900,Tankers & gas shipping,2013-10-04,1.39062,0.00140,-0.31102,0.31381,0.48566,0.23013,0.74119,104
2901,Tankers & gas shipping,2013-10-11,1.41932,-0.01245,-0.32307,0.29817,0.41892,0.14251,0.69532,104
2902,Tankers & gas shipping,2013-10-18,1.43478,-0.03109,-0.35218,0.29000,0.42801,0.14918,0.70684,104
2903,Tankers & gas shipping,2013-10-25,1.41757,-0.01066,-0.31018,0.28887,0.40618,0.13060,0.68176,104
2904,Tankers & gas shipping,2013-11-01,1.37867,0.00795,-0.29967,0.31558,0.42506,0.14067,0.70944,104
2905,Tankers & gas shipping,2013-11-08,1.38407,-0.03245,-0.34153,0.27662,0.38592,0.13861,0.63324,104
2906,Tankers & gas shipping,2013-11-15,1.35700,-0.06010,-0.38180,0.26161,0.32561,0.08957,0.56165,104
2907,Tankers & gas shipping,2013-11-22,1.02203,0.00289,-0.26604,0.27183,0.27709,0.05520,0.49898,104
2908,Tankers & gas shipping,2013-11-29,0.87827,0.00147,-0.26908,0.27203,0.21127,-0.01875,0.44129,104
2909,Tankers & gas shipping,2013-12-06,0.82050,0.04684,-0.21644,0.31012,0.23641,0.01373,0.45910,104
2910,Tankers & gas shipping,2013-12-13,0.86728,0.07593,-0.18617,0.33804,0.26535,0.04195,0.48876,104
2911,Tankers & gas shipping,2013-12-20,0.83755,0.06938,-0.19255,0.33130,0.23905,0.01339,0.46471,104
2912,Tankers & gas shipping,2013-12-27,0.86160,0.06584,-0.19555,0.32723,0.24110,0.01367,0.46852,104
2913,Tankers & gas shipping,2014-01-03,0.86450,0.06256,-0.19595,0.32108,0.23215,0.00490,0.45940,104
2914,Tankers & gas shipping,2014-01-10,0.89534,0.06266,-0.20171,0.32702,0.24380,0.01202,0.47558,104
2915,Tankers & gas shipping,2014-01-17,0.89563,0.06416,-0.20120,0.32952,0.24595,0.01378,0.47812,104
2916,Tankers & gas shipping,2014-01-24,0.91396,0.05373,-0.20986,0.31732,0.23574,0.00330,0.46818,104
2917,Tankers & gas shipping,2014-01-31,0.92623,0.06323,-0.20000,0.32645,0.24418,0.01199,0.47637,104
2918,Tankers & gas shipping,2014-02-07,0.91444,0.05911,-0.20433,0.32255,0.24141,0.01031,0.47251,104
2919,Tankers & gas shipping,2014-02-14,0.92312,0.06646,-0.19522,0.32814,0.24956,0.01972,0.47941,104
2920,Tankers & gas shipping,2014-02-21,0.91251,0.06999,-0.19597,0.33595,0.25213,0.01651,0.48774,104
2921,Tankers & gas shipping,2014-02-28,0.91258,0.07532,-0.18860,0.33924,0.25736,0.02292,0.49180,104
2922,Tankers & gas shipping,2014-03-07,0.89714,0.08585,-0.17846,0.35015,0.26885,0.03253,0.50517,104
2923,Tankers & gas shipping,2014-03-14,0.84298,0.09779,-0.16137,0.35695,0.27076,0.03981,0.50170,104
2924,Tankers & gas shipping,2014-03-21,0.85130,0.09447,-0.16212,0.35107,0.26355,0.03277,0.49433,104
2925,Tankers & gas shipping,2014-03-28,0.84635,0.08849,-0.16850,0.34549,0.25739,0.02723,0.48754,104
2926,Tankers & gas shipping,2014-04-04,0.83583,0.08589,-0.17266,0.34444,0.25201,0.02044,0.48358,104
2927,Tankers & gas shipping,2014-04-11,0.86441,0.07663,-0.18122,0.33448,0.24405,0.01280,0.47529,104
2928,Tankers & gas shipping,2014-04-18,0.87898,0.03966,-0.22173,0.30105,0.21739,-0.01675,0.45152,104
2929,Tankers & gas shipping,2014-04-25,0.88537,0.03799,-0.22412,0.30010,0.22025,-0.01397,0.45447,104
2930,Tankers & gas shipping,2014-05-02,0.85139,0.06229,-0.20414,0.32872,0.22719,-0.01591,0.47028,104
2931,Tankers & gas shipping,2014-05-09,0.82959,0.07252,-0.19346,0.33849,0.23119,-0.00965,0.47202,104
2932,Tankers & gas shipping,2014-05-16,0.82646,0.07632,-0.19008,0.34272,0.20508,-0.04250,0.45267,104
2933,Tankers & gas shipping,2014-05-23,0.81644,0.08002,-0.18773,0.34776,0.20762,-0.04002,0.45525,104
2934,Tankers & gas shipping,2014-05-30,0.75894,0.03300,-0.23754,0.30353,0.11941,-0.13729,0.37611,104
2935,Tankers & gas shipping,2014-06-06,0.80969,0.03825,-0.23293,0.30943,0.12490,-0.13419,0.38398,104
2936,Tankers & gas shipping,2014-06-13,0.81486,0.01911,-0.24647,0.28468,0.10491,-0.14840,0.35822,104
2937,Tankers & gas shipping,2014-06-20,0.82254,0.02480,-0.26448,0.31408,0.10152,-0.17846,0.38151,104
2938,Tankers & gas shipping,2014-06-27,0.79193,0.02191,-0.28529,0.32910,0.05173,-0.25325,0.35672,104
2939,Tankers & gas shipping,2014-07-04,0.77554,0.03440,-0.26666,0.33546,0.05882,-0.24036,0.35801,104
2940,Tankers & gas shipping,2014-07-11,0.83478,0.07879,-0.20674,0.36432,0.11592,-0.16529,0.39713,104
2941,Tankers & gas shipping,2014-07-18,0.84885,0.11117,-0.17161,0.39394,0.14108,-0.13803,0.42020,104
2942,Tankers & gas shipping,2014-07-25,0.84233,0.10387,-0.17880,0.38654,0.13481,-0.14399,0.41361,104
2943,Tankers & gas shipping,2014-08-01,0.85088,0.11790,-0.16208,0.39788,0.16582,-0.10777,0.43941,104
2944,Tankers & gas shipping,2014-08-08,0.84191,0.11544,-0.17198,0.40286,0.16132,-0.12019,0.44282,104
2945,Tankers & gas shipping,2014-08-15,0.87309,0.09025,-0.19548,0.37598,0.12458,-0.15727,0.40644,104
2946,Tankers & gas shipping,2014-08-22,0.81498,0.09008,-0.19785,0.37800,0.12250,-0.16196,0.40696,104
2947,Tankers & gas shipping,2014-08-29,0.82081,0.09551,-0.18950,0.38052,0.12800,-0.15347,0.40947,104
2948,Tankers & gas shipping,2014-09-05,0.81436,0.12411,-0.15460,0.40281,0.15426,-0.12074,0.42926,104
2949,Tankers & gas shipping,2014-09-12,0.80474,0.09254,-0.18695,0.37203,0.12381,-0.15219,0.39981,104
2950,Tankers & gas shipping,2014-09-19,0.76701,0.13583,-0.13010,0.40176,0.17879,-0.08333,0.44091,104
2951,Tankers & gas shipping,2014-09-26,0.79051,0.15816,-0.10358,0.41991,0.21102,-0.04573,0.46776,104
2952,Tankers & gas shipping,2014-10-03,0.69396,0.08339,-0.21201,0.37879,0.15517,-0.13860,0.44894,104
2953,Tankers & gas shipping,2014-10-10,0.72678,0.11743,-0.18488,0.41973,0.21751,-0.07333,0.50836,104
2954,Tankers & gas shipping,2014-10-17,0.75431,0.00561,-0.33171,0.34292,0.10593,-0.21852,0.43039,104
2955,Tankers & gas shipping,2014-10-24,0.73715,0.00203,-0.33739,0.34145,0.10853,-0.21735,0.43440,104
2956,Tankers & gas shipping,2014-10-31,0.70792,-0.00527,-0.34359,0.33304,0.10155,-0.22563,0.42873,104
2957,Tankers & gas shipping,2014-11-07,0.72630,-0.02180,-0.36125,0.31764,0.09928,-0.22935,0.42792,104
2958,Tankers & gas shipping,2014-11-14,0.70999,0.03919,-0.29544,0.37381,0.13989,-0.18359,0.46338,104
2959,Tankers & gas shipping,2014-11-21,0.75161,0.02300,-0.29599,0.34199,0.12943,-0.18042,0.43928,104
2960,Tankers & gas shipping,2014-11-28,0.77625,0.06266,-0.21882,0.34414,0.24647,-0.00970,0.50264,104
2961,Tankers & gas shipping,2014-12-05,0.77766,0.06042,-0.22430,0.34513,0.24631,-0.01240,0.50503,104
2962,Tankers & gas shipping,2014-12-12,0.69866,-0.13372,-0.49669,0.22925,0.04957,-0.29625,0.39539,104
2963,Tankers & gas shipping,2014-12-19,0.85031,-0.17993,-0.59595,0.23610,0.04168,-0.31475,0.39812,104
2964,Tankers & gas shipping,2014-12-26,0.84528,-0.17648,-0.59591,0.24295,0.04811,-0.30927,0.40548,104
2965,Tankers & gas shipping,2015-01-02,0.84202,-0.23102,-0.66213,0.20008,-0.02084,-0.38770,0.34603,104
2966,Tankers & gas shipping,2015-01-09,0.88369,-0.30695,-0.73205,0.11815,-0.11293,-0.48094,0.25508,104
2967,Tankers & gas shipping,2015-01-16,0.90088,-0.28560,-0.69232,0.12111,-0.09033,-0.44300,0.26234,104
2968,Tankers & gas shipping,2015-01-23,0.87001,-0.29280,-0.70242,0.11683,-0.09519,-0.45035,0.25996,104
2969,Tankers & gas shipping,2015-01-30,0.97481,-0.40898,-0.83234,0.01439,-0.21100,-0.58467,0.16266,104
2970,Tankers & gas shipping,2015-02-06,0.99073,-0.37000,-0.75962,0.01963,-0.15994,-0.49483,0.17494,104
2971,Tankers & gas shipping,2015-02-13,0.98151,-0.36655,-0.75550,0.02241,-0.15824,-0.49209,0.17561,104
2972,Tankers & gas shipping,2015-02-20,0.98537,-0.38069,-0.74824,-0.01315,-0.17840,-0.49629,0.13949,104
2973,Tankers & gas shipping,2015-02-27,1.00114,-0.40897,-0.76161,-0.05633,-0.20561,-0.51120,0.09998,104
2974,Tankers & gas shipping,2015-03-06,0.98568,-0.39360,-0.74738,-0.03982,-0.19757,-0.50491,0.10978,104
2975,Tankers & gas shipping,2015-03-13,0.98440,-0.39635,-0.73188,-0.06081,-0.20222,-0.49214,0.08769,104
2976,Tankers & gas shipping,2015-03-20,0.98281,-0.39824,-0.73415,-0.06232,-0.20355,-0.49383,0.08674,104
2977,Tankers & gas shipping,2015-03-27,0.97536,-0.39420,-0.73009,-0.05831,-0.20181,-0.49212,0.08849,104
2978,Tankers & gas shipping,2015-04-03,0.96105,-0.40840,-0.74170,-0.07511,-0.22224,-0.51159,0.06712,104
2979,Tankers & gas shipping,2015-04-10,1.01352,-0.41377,-0.74492,-0.08261,-0.20999,-0.49799,0.07800,104
2980,Tankers & gas shipping,2015-04-17,0.94873,-0.35405,-0.69345,-0.01465,-0.18513,-0.48752,0.11725,104
2981,Tankers & gas shipping,2015-04-24,0.96728,-0.35158,-0.68778,-0.01538,-0.18716,-0.48911,0.11480,104
2982,Tankers & gas shipping,2015-05-01,0.97676,-0.35528,-0.68605,-0.02450,-0.19436,-0.49400,0.10528,104
2983,Tankers & gas shipping,2015-05-08,0.97042,-0.35495,-0.68497,-0.02493,-0.19675,-0.49636,0.10287,104
2984,Tankers & gas shipping,2015-05-15,0.97377,-0.35032,-0.68155,-0.01909,-0.19120,-0.49190,0.10949,104
2985,Tankers & gas shipping,2015-05-22,0.97350,-0.35114,-0.68157,-0.02071,-0.19213,-0.49207,0.10782,104
2986,Tankers & gas shipping,2015-05-29,0.97424,-0.35301,-0.68337,-0.02266,-0.19339,-0.49310,0.10633,104
2987,Tankers & gas shipping,2015-06-05,0.98808,-0.35771,-0.69398,-0.02145,-0.18714,-0.48920,0.11491,104
2988,Tankers & gas shipping,2015-06-12,0.97416,-0.35394,-0.68881,-0.01907,-0.18804,-0.48955,0.11348,104
2989,Tankers & gas shipping,2015-06-19,0.98051,-0.34861,-0.68794,-0.00927,-0.18191,-0.48804,0.12423,104
2990,Tankers & gas shipping,2015-06-26,0.97590,-0.34541,-0.68637,-0.00446,-0.17745,-0.48438,0.12948,104
2991,Tankers & gas shipping,2015-07-03,0.95679,-0.36648,-0.70639,-0.02657,-0.20386,-0.51129,0.10356,104
2992,Tankers & gas shipping,2015-07-10,0.96336,-0.34691,-0.68578,-0.00804,-0.18895,-0.49638,0.11847,104
2993,Tankers & gas shipping,2015-07-17,0.95135,-0.34342,-0.68216,-0.00467,-0.18968,-0.49794,0.11857,104
2994,Tankers & gas shipping,2015-07-24,0.95702,-0.36187,-0.69281,-0.03093,-0.20528,-0.50628,0.09571,104
2995,Tankers & gas shipping,2015-07-31,0.95754,-0.35848,-0.68828,-0.02868,-0.20161,-0.50112,0.09790,104
2996,Tankers & gas shipping,2015-08-07,0.95075,-0.33404,-0.66346,-0.00462,-0.17995,-0.47877,0.11888,104
2997,Tankers & gas shipping,2015-08-14,0.95344,-0.33988,-0.66724,-0.01252,-0.18878,-0.48830,0.11074,104
2998,Tankers & gas shipping,2015-08-21,0.96809,-0.33547,-0.66103,-0.00991,-0.16572,-0.45875,0.12731,104
2999,Tankers & gas shipping,2015-08-28,0.95564,-0.26607,-0.62281,0.09067,-0.09930,-0.42413,0.22553,104
3000,Tankers & gas shipping,2015-09-04,0.94626,-0.27448,-0.63157,0.08262,-0.11019,-0.43567,0.21528,104
3001,Tankers & gas shipping,2015-09-11,0.94698,-0.27324,-0.63207,0.08559,-0.10721,-0.43364,0.21922,104
3002,Tankers & gas shipping,2015-09-18,0.95103,-0.27434,-0.63406,0.08537,-0.10607,-0.43298,0.22084,104
3003,Tankers & gas shipping,2015-09-25,0.94633,-0.26844,-0.62711,0.09024,-0.10362,-0.43017,0.22292,104
3004,Tankers & gas shipping,2015-10-02,0.94595,-0.26859,-0.62857,0.09138,-0.10336,-0.43095,0.22422,104
3005,Tankers & gas shipping,2015-10-09,0.96626,-0.24298,-0.59970,0.11375,-0.04771,-0.36284,0.26742,104
3006,Tankers & gas shipping,2015-10-16,0.96654,-0.23348,-0.58350,0.11654,-0.04037,-0.35000,0.26927,104
3007,Tankers & gas shipping,2015-10-23,0.97975,-0.23849,-0.59655,0.11957,-0.03507,-0.34635,0.27622,104
3008,Tankers & gas shipping,2015-10-30,0.96286,-0.22707,-0.58301,0.12888,-0.03251,-0.34356,0.27854,104
3009,Tankers & gas shipping,2015-11-06,0.96214,-0.22779,-0.57783,0.12224,-0.03849,-0.34714,0.27016,104
3010,Tankers & gas shipping,2015-11-13,0.96816,-0.22161,-0.56852,0.12531,-0.02493,-0.32773,0.27787,104
3011,Tankers & gas shipping,2015-11-20,0.96506,-0.21446,-0.56533,0.13642,-0.01199,-0.31545,0.29147,104
3012,Tankers & gas shipping,2015-11-27,0.95338,-0.20930,-0.56244,0.14383,-0.00949,-0.31422,0.29524,104
3013,Tankers & gas shipping,2015-12-04,1.01009,-0.23595,-0.58546,0.11355,-0.01800,-0.31915,0.28316,104
3014,Tankers & gas shipping,2015-12-11,1.00788,-0.22938,-0.56095,0.10220,-0.00684,-0.28737,0.27368,104
3015,Tankers & gas shipping,2015-12-18,1.00881,-0.22913,-0.56211,0.10385,-0.00767,-0.29019,0.27486,104
3016,Tankers & gas shipping,2015-12-25,0.99439,-0.22848,-0.56220,0.10525,-0.00921,-0.29144,0.27303,104
3017,Tankers & gas shipping,2016-01-01,0.99832,-0.23082,-0.56576,0.10412,-0.01067,-0.29440,0.27306,104
3018,Tankers & gas shipping,2016-01-08,1.01980,-0.23020,-0.56702,0.10663,0.01836,-0.26015,0.29688,104
3019,Tankers & gas shipping,2016-01-15,1.03920,-0.22304,-0.56119,0.11512,0.04205,-0.23501,0.31911,104
3020,Tankers & gas shipping,2016-01-22,1.04739,-0.21710,-0.55799,0.12379,0.05822,-0.21823,0.33467,104
3021,Tankers & gas shipping,2016-01-29,1.06382,-0.22937,-0.55873,0.09999,0.04616,-0.21868,0.31101,104
3022,Tankers & gas shipping,2016-02-05,1.06614,-0.22381,-0.55514,0.10752,0.04953,-0.21821,0.31727,104
3023,Tankers & gas shipping,2016-02-12,1.08595,-0.22774,-0.55394,0.09847,0.05418,-0.21294,0.32130,104
3024,Tankers & gas shipping,2016-02-19,1.06481,-0.21891,-0.54231,0.10448,0.05700,-0.21098,0.32497,104
3025,Tankers & gas shipping,2016-02-26,1.06231,-0.22282,-0.54167,0.09603,0.05607,-0.20578,0.31793,104
3026,Tankers & gas shipping,2016-03-04,1.06432,-0.21664,-0.52542,0.09215,0.06741,-0.18145,0.31627,104
3027,Tankers & gas shipping,2016-03-11,1.05204,-0.21192,-0.51710,0.09325,0.06495,-0.18132,0.31121,104
3028,Tankers & gas shipping,2016-03-18,1.05128,-0.21351,-0.51983,0.09282,0.06402,-0.18165,0.30970,104
3029,Tankers & gas shipping,2016-03-25,1.05454,-0.21218,-0.51857,0.09422,0.06594,-0.17983,0.31170,104
3030,Tankers & gas shipping,2016-04-01,1.04605,-0.21036,-0.51698,0.09627,0.06685,-0.17893,0.31264,104
3031,Tankers & gas shipping,2016-04-08,1.00276,-0.17918,-0.48789,0.12954,0.08242,-0.16301,0.32786,104
3032,Tankers & gas shipping,2016-04-15,1.02822,-0.17451,-0.48265,0.13363,0.09638,-0.14864,0.34139,104
3033,Tankers & gas shipping,2016-04-22,1.03017,-0.16013,-0.47137,0.15111,0.11034,-0.13795,0.35863,104
3034,Tankers & gas shipping,2016-04-29,1.05865,-0.18925,-0.48977,0.11127,0.08843,-0.14881,0.32567,104
3035,Tankers & gas shipping,2016-05-06,1.07318,-0.19160,-0.48804,0.10483,0.09074,-0.14244,0.32393,104
3036,Tankers & gas shipping,2016-05-13,1.07261,-0.19271,-0.48480,0.09939,0.08593,-0.14479,0.31665,104
3037,Tankers & gas shipping,2016-05-20,1.06947,-0.19442,-0.48674,0.09790,0.08364,-0.14701,0.31429,104
3038,Tankers & gas shipping,2016-05-27,1.07916,-0.19619,-0.48743,0.09505,0.08598,-0.14351,0.31547,104
3039,Tankers & gas shipping,2016-06-03,1.07934,-0.19517,-0.48602,0.09567,0.08581,-0.14326,0.31488,104
3040,Tankers & gas shipping,2016-06-10,1.07972,-0.19276,-0.48587,0.10036,0.08893,-0.14209,0.31995,104
3041,Tankers & gas shipping,2016-06-17,1.09136,-0.19571,-0.48997,0.09856,0.09006,-0.14162,0.32174,104
3042,Tankers & gas shipping,2016-06-24,1.10142,-0.19513,-0.49143,0.10117,0.09271,-0.14089,0.32631,104
3043,Tankers & gas shipping,2016-07-01,1.12251,-0.20068,-0.49689,0.09553,0.09787,-0.13390,0.32964,104
3044,Tankers & gas shipping,2016-07-08,1.10250,-0.18786,-0.48234,0.10661,0.09857,-0.13399,0.33114,104
3045,Tankers & gas shipping,2016-07-15,1.11302,-0.18642,-0.48038,0.10754,0.10374,-0.12871,0.33620,104
3046,Tankers & gas shipping,2016-07-22,1.11445,-0.18410,-0.47560,0.10740,0.10398,-0.12748,0.33544,104
3047,Tankers & gas shipping,2016-07-29,1.11053,-0.18484,-0.47227,0.10258,0.10111,-0.12644,0.32865,104
3048,Tankers & gas shipping,2016-08-05,1.11589,-0.18262,-0.46935,0.10411,0.10332,-0.12291,0.32955,104
3049,Tankers & gas shipping,2016-08-12,1.09957,-0.17108,-0.45891,0.11675,0.11206,-0.11268,0.33679,104
3050,Tankers & gas shipping,2016-08-19,1.09139,-0.16281,-0.43847,0.11285,0.10474,-0.11506,0.32455,104
3051,Tankers & gas shipping,2016-08-26,1.07792,-0.15426,-0.43192,0.12340,0.10920,-0.11191,0.33032,104
3052,Tankers & gas shipping,2016-09-02,1.06173,-0.13690,-0.42104,0.14724,0.11866,-0.10666,0.34397,104
3053,Tankers & gas shipping,2016-09-09,1.05282,-0.12814,-0.41464,0.15837,0.12399,-0.10315,0.35112,104
3054,Tankers & gas shipping,2016-09-16,1.06159,-0.12536,-0.41192,0.16120,0.13192,-0.09440,0.35824,104
3055,Tankers & gas shipping,2016-09-23,1.04695,-0.12296,-0.40723,0.16130,0.13126,-0.09479,0.35731,104
3056,Tankers & gas shipping,2016-09-30,1.09225,-0.12047,-0.40124,0.16030,0.13700,-0.08608,0.36008,104
3057,Tankers & gas shipping,2016-10-07,1.06994,-0.10408,-0.38472,0.17655,0.14335,-0.07996,0.36665,104
3058,Tankers & gas shipping,2016-10-14,1.04700,-0.08820,-0.37841,0.20201,0.15741,-0.07106,0.38587,104
3059,Tankers & gas shipping,2016-10-21,1.06057,-0.08953,-0.37913,0.20006,0.15664,-0.07197,0.38525,104
3060,Tankers & gas shipping,2016-10-28,1.08932,-0.09746,-0.38155,0.18664,0.15405,-0.07182,0.37991,104
3061,Tankers & gas shipping,2016-11-04,1.09395,-0.09323,-0.37474,0.18828,0.16264,-0.05879,0.38407,104
3062,Tankers & gas shipping,2016-11-11,1.15087,-0.12302,-0.40699,0.16096,0.15643,-0.06618,0.37903,104
3063,Tankers & gas shipping,2016-11-18,1.15188,-0.11898,-0.40195,0.16400,0.15966,-0.06241,0.38173,104
3064,Tankers & gas shipping,2016-11-25,1.13333,-0.12407,-0.41538,0.16723,0.12878,-0.11364,0.37121,104
3065,Tankers & gas shipping,2016-12-02,1.12196,-0.11359,-0.37913,0.15195,0.11626,-0.11006,0.34257,104
3066,Tankers & gas shipping,2016-12-09,1.21826,-0.07227,-0.30472,0.16017,0.16675,-0.01896,0.35247,104
3067,Tankers & gas shipping,2016-12-16,1.12520,-0.05235,-0.27647,0.17176,0.16934,-0.01740,0.35609,104
3068,Tankers & gas shipping,2016-12-23,1.12484,-0.05220,-0.27615,0.17174,0.16926,-0.01737,0.35588,104
3069,Tankers & gas shipping,2016-12-30,1.10872,-0.02485,-0.22946,0.17977,0.19733,0.02911,0.36554,104
3070,Tankers & gas shipping,2017-01-06,1.06138,0.02848,-0.14479,0.20176,0.25439,0.11323,0.39556,104
3071,Tankers & gas shipping,2017-01-13,1.06863,0.01808,-0.16193,0.19808,0.24596,0.09898,0.39294,104
3072,Tankers & gas shipping,2017-01-20,1.12003,0.01127,-0.17507,0.19762,0.24662,0.10256,0.39067,104
3073,Tankers & gas shipping,2017-01-27,1.01700,0.08024,-0.05265,0.21313,0.30469,0.18905,0.42034,104
3074,Tankers & gas shipping,2017-02-03,1.03757,0.06631,-0.07152,0.20414,0.28918,0.16913,0.40923,104
3075,Tankers & gas shipping,2017-02-10,1.03580,0.06904,-0.06830,0.20639,0.29167,0.17206,0.41127,104
3076,Tankers & gas shipping,2017-02-17,1.03598,0.07123,-0.06760,0.21006,0.29813,0.17788,0.41838,104
3077,Tankers & gas shipping,2017-02-24,1.02920,0.07864,-0.05865,0.21593,0.30528,0.18647,0.42409,104
